title,url,author,language,words,chapters,summary,tags
The Lost Soldiers,https://archiveofourown.org/works/36118126,denimbeans,English,176590,51,"Bucky didn't quite believe the email when Shuri first showed it to him. Why on Earth would Tony Stark agree to house him? Not only that, but to help him? But if there was a chance, no matter how small, that he could get rid of the Soldier...Well, he just had to take it.  Percy's wasn't sure what to think. On one hand, he feels for Bucky Barnes. The man's been through hell and back; something Percy knows all too much about. But on the other, he's a ticking time bomb. Percy wants to help him, he really does. But if the Soldier made a reappearance...Percy knew he'd have no choice but to put his duty first. To kill James Barnes without hesitation.","No Archive Warnings Apply, Percy Jackson & Tony Stark, Percy Jackson & Peter Parker, Peter Parker & Tony Stark, Pepper Potts & Tony Stark, James ""Rhodey"" Rhodes & Tony Stark, Annabeth Chase & Percy Jackson, James ""Bucky"" Barnes & Tony Stark, James ""Bucky"" Barnes & Percy Jackson, James ""Bucky"" Barnes/Percy Jackson, Percy Jackson, Tony Stark, James ""Bucky"" Barnes, Peter Parker, Pepper Potts, James ""Rhodey"" Rhodes, Annabeth Chase (Percy Jackson), Mrs. O'Leary (Percy Jackson), Happy Hogan, Natasha Romanov (Marvel), Steve Rogers, Clint Barton, Shuri (Marvel), T'Challa (Marvel), Wade Wilson, Ned Leeds, Michelle Jones, Post-Captain America: Civil War (Movie), Canon Divergence - Post-Captain America: Civil War (Movie), Post-Captain America: The Winter Soldier, Past Annabeth Chase/Percy Jackson, Tony Stark Has a Heart, Tony Stark Acting as Peter Parker's Parental Figure, BAMF Tony Stark, Not Avengers: Infinity War Part 1 (Movie) Compliant, Not Avengers: Endgame (Movie) Compliant, Alternate Universe - Canon Divergence, Brazilian Percy Jackson, Hawaiian Percy Jackson, Bisexual Percy Jackson, Demisexual Percy Jackson, Angst, Sorry guys, Awesome James ""Rhodey"" Rhodes, BAMF Pepper Potts, James ""Rhodey"" Rhodes & Tony Stark Friendship, Trans Peter Parker, Precious Peter Parker, BAMF Percy Jackson, Powerful Percy Jackson, Bucky Barnes Needs a Hug, Gay Bucky Barnes, Protective Percy, Protective Tony Stark, Bloodbending, Percy Jackson Needs a Hug, and probably a prozac, BAMF Peter Parker, Wade Wilson is a Good Friend, ...you guys thought the last one was emotionally devastating?, well. get ready., Blind Percy Jackson"
just say you do,https://archiveofourown.org/works/4032415,biblionerd07,English,173153,26,Steve just wanted a job. He wasn't expecting a marriage proposal. And he certainly wasn't expecting to accept.,"No Archive Warnings Apply, James ""Bucky"" Barnes/Steve Rogers, Steve Rogers & Natasha Romanov, Steve Rogers & Sam Wilson, Steve Rogers, James ""Bucky"" Barnes, Natasha Romanov, Clint Barton, Sam Wilson (Marvel), Winifred Barnes, Peggy Carter, Alternate Universe - No Powers, Marriage of Convenience, Pre-Serum Steve Rogers, Mutual Pining, Fluff and Angst, Post-Traumatic Stress Disorder - PTSD, Depression, Past Character Death, Past Torture, Chronic Illness, Fake Marriage, Bisexual Steve Rogers, Slow Burn"
"War, Children",https://archiveofourown.org/works/5373050,Nonymos,English,106589,13,"After Bucky was released from the hospital, it only took him a couple of weeks to give up on himself. Difficult to believe in any kind of future when the simple act of staying alive was almost too big an effort.Out the frosted window, across the street, there was a tiny homeless guy burrowing under an awning.","No Archive Warnings Apply, James ""Bucky"" Barnes/Steve Rogers, James ""Bucky"" Barnes, Steve Rogers, Brock Rumlow, Sam Wilson (Marvel), Alexander Pierce, Kurt Wagner, Peggy Carter, Rebecca Barnes, Clint Barton, Natasha Romanov, Carol Danvers, Bruce Banner, Alternate Universe - Modern Setting, Alternate Universe - Modern: No Powers, Angst, Hurt/Comfort, Emotional Hurt/Comfort, Homelessness, Veterans, Mental Health Issues, Agoraphobia, Depression, Anxiety, Anxiety Attacks, Post-Traumatic Stress Disorder - PTSD, rape mention, Slow Burn, Touch-Starved, Trans Character, Implied/Referenced Transphobia, depictions of violence, Mutual Pining, Explicit Sexual Content, (at some point), Pre-Serum Steve Rogers, War Veteran Bucky Barnes, Steve Rogers Needs a Hug, Bucky Barnes Needs a Hug, Protective Sam Wilson, Alexander Pierce Is A Dick In Every Universe, steve and bucky will always help each other before helping themselves"
time flies by (bye),https://archiveofourown.org/works/49285267,WHYISEVERYNAMETAKEN,English,113538,13,"[BEING REWRITTEN AS 'OH FUCK TIME IS FLYING' BECAUSE WHAT WAS I ON THIS FIRST TIME AROUND????]""Maybe,"" Peter thought, ""I can make a life here.""Hence the tears and the guilt and the grief, because was Peter allowed to move on? Was he allowed to… to leave it all behind? Leave all the bad things in the past?Peter was ""The Friendly Neighborhood Spider-Man!"" after all, and wasn’t he letting Queens - his people - down if he didn’t fight tooth and nail to get back to them?orPeter's tired. He's so tired, and he doesn't know what to do, but maybe things will get better.(They do.)--ORSpider-Man: Finally Hometechnically inspired by Dark Matter by mysterycyclone but really only the ""Peter in the DC Universe"" part","No Archive Warnings Apply, Cassandra Cain & Peter Parker, Peter Parker & Jason Todd, Peter Parker & Bruce Wayne, Peter Parker & Johnny Storm, Miles Morales & Peter Parker, Faye ""Ma"" Gunn & Peter Parker, Peter Parker, Dick Grayson, Jason Todd, Kate Kane (DCU), Cassandra Cain, Bruce Wayne, Stephanie Brown, Barbara Gordon, Damian Wayne, Rogues Gallery (Batman), Duke Thomas, Joker (DCU), Oswald Cobblepot, Johnny Storm, Miles Morales, Faye ""Ma"" Gunn, Inspired by Dark Matter by mysterycyclone, Dimension Travel, Post-Movie: Spider-Man: No Way Home (2021), set like almost two years after, Panic Attacks, Peter Parker in the DCU, Crossover, Smart Peter Parker, Genius Peter Parker, he is on his own frfr, peter is like 19 in this, Homelessness, Alternate Universe - Canon Divergence, BAMF Peter Parker, Strong Peter Parker, do you get my vibe?, Crack, but then it randomly gets deep, Crack Treated Seriously, no beta we die like everyone in peter's life, Phone Calls & Telephones, wrong numbers, Secret Identity, Humor, Angst, Blood and Injury, Sarcastic Peter Parker, Introspection, youve heard of time travel fix it, what about, alternate universe therapy session, Healing, Found Family, Angst with a Happy Ending, granny is Ma Gunn but like 10 years later in the DC world, just to clarify :D, Peter Parker is a Little Shit, (fanart at the end of chapter 13!!), now translated into 中文-普通话 國語, Yippee!"
in technicolor,https://archiveofourown.org/works/16801942,deniigiq,English,120500,25,"Brett sighed and looked down at the folder in his hand.“Your name is Peter, right?”“Lawyer.”“Peter, we haven’t even started talking. Let’s just take a minute to ease up.”“Lawyer.”“Bud, we haven’t charged you with a crime. This is just talking.”“Law. Yer.”Goddamn.(Brett's encounters with Team Red/vigilantes and their weird fucking way of helping)","No Archive Warnings Apply, Brett Mahoney & Team Red, Brett Mahoney & Franklin ""Foggy"" Nelson, Brett Mahoney & Matt Murdock, Brett Mahoney & Wade Wilson, Franklin ""Foggy"" Nelson & Peter Parker, Foggy & All his vigilantes, Matt Murdock & Peter Parker & Wade Wilson, James ""Bucky"" Barnes/Steve Rogers/Sam Wilson, Clint Barton & Kate Bishop, Brett Mahoney, and his never ending team of detectives and officers, Peter Parker, Franklin ""Foggy"" Nelson, the AcaDec Team, Matt Murdock, Wade Wilson, a dickface, a thief - Character, we shall see who else joins the team, Sam Wilson (Marvel), Steve Rogers, James ""Bucky"" Barnes, Clint Barton, Kate Bishop, some references to the Defenders, Danny Rand, Jessica Jones, Rosalind Sharpe, Margaret Murdock, Case Fic, Interrogation, Identity Reveal, Police, Heist, well failed heist, Police & Vigilante Team Up, culture clash, Shenanigans, Team Bonding, Team Dynamics, Team Red, it's just a mess that entertains me yo, fuck its growing, that was not intentions, Missing Persons, Tracking, Piercings, Academia, an attempt to study this people is made, an 'attempt.', Gangs, Violence, Canon Disabled Character, Lucky makes his grand appearance, Community - Freeform, Underground, Murder, Attempted Murder, Going undercover, Dogs, Ghosts, Spirits, a bitty bit of witches, Illnesses, Hospitalization, Brain Surgery"
A Father's Son,https://archiveofourown.org/works/14066796,dnky,English,156350,42,JARVIS wakes up during infinity war.,"Creator Chose Not To Use Archive Warnings, Graphic Depictions Of Violence, Jarvis (Iron Man movies) & Tony Stark, James ""Rhodey"" Rhodes & Tony Stark, Pepper Potts & Tony Stark, Loki & Tony Stark, Pepper Potts/Tony Stark, Jarvis (Iron Man movies), Tony Stark, James ""Rhodey"" Rhodes, Pepper Potts, Nick Fury, Natasha Romanov (Marvel), Thor (Marvel), Phil Coulson, Jane Foster (Marvel), Darcy Lewis, Happy Hogan, Loki (Marvel), Steve Rogers, Ebony Maw, Maria Hill, Skye | Daisy Johnson, Lincoln Campbell, Friday (Marvel), Stephen Strange, Helen Cho, Bruce Banner, Sharon Carter (Marvel), Logan (X-Men), Erik Lehnsherr, Raven | Mystique, Time Travel Fix-It, Post-Captain America: Civil War (Movie), Infinity Gems, BAMF Jarvis (Iron Man movies), Team Tony, Tony Stark Has A Brain, X-men characters - Freeform, do not copy to another site"
The Limitations of Wax,https://archiveofourown.org/works/6606808,RayShippouUchiha,English,228224,21,"So Jarvis is the one who pulls her up onto her feet, presses a tool into one hand and a book into the other and tells her to create.  Tells her that if the numbers and the shapes and images in her mind hurt so bad then she should build them, should give them form so that they can finally leave her alone.Jarvis is the one who finally teaches her how to breathe.

Or



Toni Stark grows up with the tale of Icarus swirling in the back of her mind.  Instead of taking it as a precautionary tale about hubris and overreaching she decides it's more about the limitations of wax.



Years later when she builds herself wings of her own she makes sure to build them out of better material.","Creator Chose Not To Use Archive Warnings, Graphic Depictions Of Violence, Steve Rogers/Tony Stark, James ""Bucky"" Barnes/Tony Stark, Steve Rogers/Tony Stark/James ""Bucky"" Barnes, Tony Stark & Edwin Jarvis, Jarvis (Iron Man movies) & Tony Stark, Tony Stark & James ""Rhodey"" Rhodes, Clint Barton/Natasha Romanov, Tony Stark, Natasha Stark, Steve Rogers, James ""Bucky"" Barnes, James ""Rhodey"" Rhodes, Pepper Potts, Clint Barton, Thor, Natasha Romanov, Jarvis (Iron Man movies), Edwin Jarvis, Peggy Carter, Bruce Banner, Winter Soldier, Stark Robots (Marvel), Hurt Tony, Always Female Tony Stark, Howard Stark's A+ Parenting, Child Abuse, Attempted Sexual Assault, Violence, Sex, Tattoo Tony, Threesome - F/M/M, Tony Feels, Tony Angst, Protective Rhodey, Protective Jarvis (Iron Man movies), Canon-Typical Violence, Extremis Tony Stark, Arc Reactor, Scars, Protective Pepper Potts, canon character death, Possessive Behavior, Miscommunication, Tony Stark Needs a Hug, Torture, PTSD, Panic Attacks, Genius has a price, BAMF Tony Stark, Alcohol, Slightly skewed timeline, Pining, Misogyny, Betrayal, Stalking, BAMF JARVIS, Loneliness, Touch-Starved, Alternate Universe - Canon Divergence, Blood, Alternate Universe - Gender Changes, Self-Harm, Unhealthy Coping Mechanisms, Tags Contain Spoilers, Slow Build, Angst, Hurt/Comfort"
Winter's End,https://archiveofourown.org/works/11307321,ali_aliska,English,461625,73,"One year after the Civil War, Bucky Barnes is pardoned, thanks in large part to Tony Stark, and given a chance to return in order to remove the triggers in his head, courtesy of the upgraded BARF tech. Bucky is ready to heal and make amends, but can he atone for all the damage done? The path forward seems daunting and there are challenges ahead, but may be both he and Tony can find hope in the most unexpected place - each other. Because no matter how cold a winter, spring always follows.~~ON HIATUS, BUT NOT ABANDONED - Read through Ch. 63 for best/most complete reading experience and if you want to avoid the rude way I stopped on a cliffhanger~~","No Archive Warnings Apply, James ""Bucky"" Barnes/Tony Stark, James ""Bucky"" Barnes, Tony Stark, Post-Captain America: Civil War (Movie), Bucky Gets a Pardon, Team Iron Man, pro Accords, not team Cap friendly, Not Steve Friendly, Not Clint Friendly, Not Wanda Friendly, Appearances by Most MCU Characters, Morally Ambiguous Natasha, Mature Sexual Content, Tony Stark Has a Heart, Tony Stark Needs a Hug, Bucky Barnes Needs a Hug, B.A.R.F. | Binarily Augmented Retro Framing, Healing, Enemies to Friends to Lovers, Falling In Love, everyone has too many feelings, Slow Burn, Very Very Slow Burn, I'm Serious, Taking the Scenic Route to WinterIron, Hurt/Comfort, Some angst, Fluff, Romance, friendships, team iron man as family, brief descriptions of torture, Instances of Panic Attacks, Dealing with anxiety, Insecurity, Insecure Tony Stark, Protective Rhodey, Protective Bucky, Everyone's Protective of Tony, Winter Soldier as a Separate Personality, Unresolved Sexual Tension, Swearing, minor original characters, Additional Warnings In Author's Note"
The Guardian,https://archiveofourown.org/works/14428818,Emily_F6,English,234393,59,"Guardian: a person who guards, protects, or preserves.When a terrible accident claims the life of May Parker, Tony Stark steps up as Peter's guaridan. But it's not just a traumatized super-teen he'll have to worry about when he recieves a transmission from Thor.","No Archive Warnings Apply, Tony Stark & Peter Parker, Pepper Potts/Tony Stark, Tony Stark, Peter Parker, Thor (Marvel), Loki (Marvel), James ""Rhodey"" Rhodes, Pepper Potts, Steve Rogers, Natasha Romanov (Marvel), Bruce Banner, Irondad, Tony Stark Has a Heart, eventual Avengers fix-it, spiderson, Found Family, IronDad and SpiderSon"
Born from Chaos,https://archiveofourown.org/works/34080241,QueenOfALotOfDifferentWorlds,English,297693,75,"After surviving his life up to his eighteenth birthday, Harry wasn't really surprised when he got a letter that told him his biological father was Tony Stark.Exasperated? Absolutely. Surprised? Not so much.He had stopped thinking anything was too crazy to happen to him around the time he fought a fifty feet long Basilisk obeying a memory from a diary with an old hat and a sword. As a fucking twelve year old.Already on the search for himself outside of the boy who lived twice, Harry decides to visit his biological father.Tony thought after meeting literal gods, fighting against invading Aliens and flying a Nuke through a wormhole into space that nothing could shock him anymore.He is, of course, wrong. Trying to house the Avengers is anything but a piece of cake, especially while ignoring his crush on Captain America of all people.But nothing tops finding out that he has a son. A son he didn't know about. A son that has the same look in his startling green eyes that Tony recognizes from his own reflection.Tony has no idea if he can be a father, especially to someone who looks so lost but he will die trying, that's for sure.The story is completed! Updates weekly!","Graphic Depictions Of Violence, Harry Potter & Tony Stark, Tony Stark & Avengers Team, Harry Potter & Avengers Team, Steve Rogers/Tony Stark, Draco Malfoy/Harry Potter, Harry Potter, Tony Stark, Steve Rogers, Draco Malfoy, James ""Rhodey"" Rhodes, Pepper Potts, Natasha Romanov (Marvel), Clint Barton, Bruce Banner, Thor (Marvel), Teddy Lupin, Hermione Granger, Ron Weasley, Parent Tony Stark, Parent-Child Relationship, Howard Stark's A+ Parenting, changed timeline, harry is 18, Harry is a Little Shit, Healing, Trauma, Found Family, Avengers Family, Avengers Tower, Post-Avengers (2012), Learning to trust, Enemies to Friends to Lovers, Slow Burn, Sarcasm, Fluff, Fluff and Angst, Fluff and Crack, Existential Crisis, Finding a new Purpose in Life, Canon-Typical Violence, probably superhero fighting, Learning to become a Family, Learning to deal with trauma, Learning to have fun, There will be NO bashing, but a lot of critical thinking, more tags will be added as we go along, kidnappings, Torture, Protective Tony Stark, Protective Steve Rogers, Protective Avengers, baby steps, It Gets Worse Before It Gets Better, but eventually it will get better"
Butler Spider,https://archiveofourown.org/works/48337528,Danny_shells,English,118772,27,"Just before the battle with Thanos, Dr Strange pulls together enough power to send one person to a different dimension. A chance for that person to be safe from the destruction that Thanos was about to wrought on Earth. The group about to fight agreed that Peter Parker, for sheer virtual of being the only person not an adult there, would get the dubious honor.Which is how Peter finds himself waking up in Gotham City, a place even crueler and darker than New York City. Peter has to try to find a way to fit into this new universe at just sixteen years old.""I am still just your butler, and I cannot simply tell you that you will be adopting a new son. But I truly am not getting younger. You have seven children now, even if you haven’t adopted all of them legally. There is much more work than when it was just you and I. There is perhaps too much work for just myself, and then providence dropped a starving young man into my pathway for me to mold into a new generation of caretaker,” Alfred tried to explain himself.OrAlfred finds himself doing the adopting instead of Bruce, this time of a spider. Can Spider-Man become a first rate butler and keep his secret identity?","Graphic Depictions Of Violence, Batfamily Members & Peter Parker, Gotham City & Peter Parker, Peter Parker & Damian Wayne, Peter Parker & Alfred Pennyworth, Tim Drake & Peter Parker, Dick Grayson & Peter Parker, Peter Parker & Jason Todd, Dick Grayson/Peter Parker, Stephanie Brown/Cassandra Cain, Matt Murdock & Peter Parker & Wade Wilson & Other(s), Peter Parker, Alfred Pennyworth, Dick Grayson, Jason Todd, Tim Drake, Damian Wayne, Duke Thomas, Bruce Wayne, Stephanie Brown, Cassandra Cain, Barbara Gordon, Wade Wilson, Clark Kent, Daredevil, Matt Murdock, Inspired by Dark Matter, Peter Parker Needs a Hug, Peter in DC universe, Spiderman goes to Gotham, Dimension Travel, Crossover, Feral Damian Wayne, Air Vent Shenanigans, Damian Wayne hoards knives like a dragon hoards gold, BAMF Peter Parker, but peter parker is also oblivious as crap, Peter Parker is Trying His Best, Butler Peter Parker, Peter Parker as Alfred's apprentice, Humor, Peter thinks the Batfam is a gang, Meet the Batfamily (DCU), The batfamily is dramatic as crap, Bisexual Peter Parker, butler spider man, Jason Todd quotes Shakespeare unironically, tiny bit of nonconsensual kissing in one chapter, but Peter Parker shuts it down, not enough for the rape/non-con tag, Misunderstandings, Batfam thinks Peter has an abusive ex instead of being a vigilante, Dick is not a pedophile, Peter lied about his age, Dick is horrified when he finds out, Graphic Description, Graphic Torture, Team Red (Marvel), Oblivious Peter Parker, Peter Parker Gets a Hug, Hurt Peter Parker"
The File: Dumb Texts Behind The Scenes,https://archiveofourown.org/works/32460352,denimbeans,English,152037,51,PJ: i almost suplexed your child TS: what????? PJ: i was in the garage. he was in the garage. I was unaware of who he was TS: did you punch him? TS: i swear to god--YES i needed to make a gc fic to soothe my soul. do not question me.,"No Archive Warnings Apply, Percy Jackson & Tony Stark, Peter Parker & Tony Stark, Percy Jackson & Peter Parker, Percy Jackson, Peter Parker, Tony Stark, Friday (Marvel), Hazel Levesque, Jason Grace, Reyna Avila Ramírez-Arellano, Nico di Angelo, Piper McLean, Leo Valdez, Frank Zhang, Michelle Jones, Ned Leeds, Cindy Moon, Flash Thompson, Betty Brant, Abe Brown, Sally Avril, James ""Bucky"" Barnes, Natasha Romanov (Marvel), Pepper Potts, James ""Rhodey"" Rhodes, Post-Captain America: Civil War (Movie), Tony Stark Acting as Peter Parker's Parental Figure, Percy Jackson is a Good Friend, Tony Stark Has a Heart, Mrs. O'Leary is amazing, BAMF Percy Jackson, Humor, or at least, Attempt at Humor, just some dumb stuff, Fluff, Chatting & Messaging, Group chat, Chaotic Percy Jackson, Crack, Blind Percy Jackson"
The Cat Guardian: Licorice Stick,https://archiveofourown.org/works/15565041,I_Am_A_Silver_Lining,English,100591,29,"Summary: Kore wakes up. She’s a cat now. A big, fluffy cat with no idea how it happened or why. She thought things were crazy with just that, but then she meets a familiar face under a different name and things get even crazier.OR!In which a modern-girl falls into the Marvel Universe and is shifted into a cat. Bumps into Tony Stark and decided to follow him home because he's a magnet for trouble and she had a bleeding heart and a low-key-hero-worship-hard-on for Iron Man.Some mythological/magical bullshit happens later, but Marvel was already full of that before she got there, totally not her fault.(not abandoned! Just working on multiple fics at once)","Graphic Depictions Of Violence, Major Character Death, Tony Stark & Original Character(s), Pepper Potts & Tony Stark, James ""Rhodey"" Rhodes & Tony Stark, Tony Stark, Original Character(s) - Character, Pepper Potts, James ""Rhodey"" Rhodes, Obadiah Stane, Other character tags will be added later, BAMF Tony Stark, Tony Stark Has a Heart, Tony Stark Needs a Hug, Tony Stark Gets a Hug, Post-Traumatic Stress Disorder - PTSD, Trauma, grandiose use of innuendos, Puns and References, Therapy cat, T.S.D.S (Tony Stark Defense Squad), BAMF Pepper Potts, BAMF James ""Rhodey"" Rhodes, Overprotective OC, Oc will do everything and anything for Tony Stark, Hero Worship, Alternate Universe, Iron Man 1, shameless self-insert, Shameless, Girl falls into another universe trope, Platonic oc/Tony Stark, Probably gonna bash the avengers, Profanity, Digital Art, I cant draw cats, but i try, space travel, Space Adventure, Warlord Tony Stark, Protective Tony Stark, Good Parent Tony Stark, Aliens, Rebellion, Dubious Science"
Don't Look Down,https://archiveofourown.org/works/16654747,NamelesslyNightlock,English,256298,47,"When forced to decide between the lives of Tony Stark and Iron Man, Steve Rogers chose wrong. Tony is left to deal with the consequences, but it’s not like he’s helpless, and he certainly isn’t alone.","Graphic Depictions Of Violence, Loki/Tony Stark, Tony Stark, Loki (Marvel), James ""Bucky"" Barnes, James ""Rhodey"" Rhodes, Bruce Banner, Pepper Potts, Steve Rogers, Thor (Marvel), Jarvis (Iron Man movies), Enemies to Friends to Lovers, Not Iron Man 3 Compliant, Slow Burn, Secret Identity, Kidnapping, Trust Issues, Torture, Betrayal, Tony Stark Has Issues, Nightmares, Post-Traumatic Stress Disorder - PTSD, Aquaphobia, Tony Stark Needs a Hug, Protective Loki (Marvel), BAMF Loki (Marvel), Protective Tony Stark, BAMF Tony Stark, Dark Tony Stark, Dubious Morality, Dependency, Unhealthy Coping Mechanisms, Pining, Domestic Fluff, Cuddling, Jotunn Loki (Marvel), Love Confessions, Eventual Smut, Sex, Romantic Fluff, Angst with a Happy Ending, Separation Anxiety, Bananas, Families of Choice, Mental Link, Healing, Fluffy Ending"
Mr. Parker Declined to Comment,https://archiveofourown.org/works/19809970,apisdn,English,102138,30,"The events leading up to the embarrassing moments during the Doomed Field trip, and how Peter Parker accidentally ended up in charge of things. All the while the political machine moves on, the Avengers do not kiss and make up, and the future draws ever closer.","Creator Chose Not To Use Archive Warnings, Peter Parker & Tony Stark, Ned Leeds & Peter Parker, Michelle Jones & Peter Parker, Happy Hogan & Peter Parker, May Parker (Spider-Man) & Peter Parker, Peter Parker & Everyone, Peter Parker, Tony Stark, May Parker, Ned Leeds, Michelle Jones, Flash Thompson, Scientists, Steve Rogers, Scott Lang, James ""Rhodey"" Rhodes, Cassie Lang, Shuri, T'Challa (Marvel), Friday (Marvel), More Scientists, Accords people, Politicians - Character, Thor, Loki, The Entire MCU, Plus Comic Characters, Plus OC's for background positions, Except then some of them got important, The Tinkerer, Genius Peter Parker, Intern Peter Parker, Tony Stark Acting as Peter Parker's Parental Figure, Peter Parker's Field Trip to Stark Industries, Why Is That It's Own Tag, seriously, Why Is That The One Fic We All Write, plot heavy, Endgame will never happen, Ever - Freeform, I'm also mad about Endgame, Civil War Team Iron Man, not team Cap friendly, Irondad, spiderson, Peter Parker's Abs, Peter Parker Acts Like a Spider, Post-Spider-Man: Homecoming, Field Trip, why, BAMF Peter Parker, May is maybe not the best parent in this, she kinda sucks, but it's mostly that she's having a mental breakdown so..."
Get On Your Knees And Pray To Me,https://archiveofourown.org/works/22942099,shiningloki,English,338388,36,"When the Goddess of Sex dies, Odin is desperately searching for someone to fit her role. The lust and passion are disappearing from the realms and he needs a suitable replacement. Apparently, Loki is extremely interested.After becoming the God of Sex, Loki hears you praying to him about how you want to lose your virginity. He's curious about you and decides he'd like to your answer your prayers in a bit more personal manner.Loki comes to you, ravishes you, and when neither of you can resist the temptations of one another, you quickly enter into an intimate deal full of pleasure, lust, and your complete submission. *Started as a one shot, now a chaptered fic!*","Creator Chose Not To Use Archive Warnings, Loki (Marvel)/Reader, Loki (Marvel)/You, Tom Hiddleston/Loki/Original Female Character(s), Loki (Marvel)/Original Female Character(s), Loki (Marvel), Odin (Marvel), Reader, Thor (Marvel), Heimdall (Marvel), Frigga | Freyja (Marvel), Smut, Fluff, Angst, Oral Sex, Sex, Vaginal Sex, Hand Jobs, Blow Jobs, First Time, Body Worship, Loss of Virginity, Protective Loki (Marvel), Possessive Loki (Marvel), Dirty Talk, Fingerfucking, Dom/sub, Dom Loki (Marvel), Master/Pet, Masturbation, Teasing, Sexual Tension, Praise Kink, Orgasm Delay/Denial, Choking, Shower Sex, Showers, Violence, Floor Sex, Leashes, Aftercare, Rough Sex, Voice Kink, Bondage, Wall Sex, Clone Sex, Spanking, Morning Sex, Wake-Up Sex, Overstimulation, Forced Orgasm, Pain Kink, Sub Loki (Marvel), Breeding Kink, Throne Sex, Public Sex, Exhibitionism, Threesome, Threesome - F/M/M, Romance, Love, Falling In Love, Cock Warming, BDSM, Painplay, Drama, Jotunn Loki (Marvel), Altar Sex, Happy Ending"
Power and Paradox,https://archiveofourown.org/works/1063802,The_Kinky_Pet,English,286527,72,"“Billionaire, genius, engineer, philanthropist, submissive.  Yeah, submissive.  Any questions?”ORYet another BDSM-AU.NOTE: Due to RL this work was originally on hiatus until May 2020, but then there was a global pandemic and personal tragedy. I still have tons of notes to bring this to a close, but am behind where I'd hoped to be before COVID.  The last chapter here isn't a cliff-hanger, and even has a bit of a resolution, but there is still story to be told.  I'm not sure when I'll be able to write and post again.  My new plan is not to post anything more until the whole bloody fic is DONE.  To which end, cheer leading welcome and patience appreciated!  :)","Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Steve Rogers/Tony Stark, Pepper Potts, Bruce Banner, Clint Barton, Fury - Character, James ""Rhodey"" Rhodes, Natasha Romanov, Alternate Universe - BDSM, Sub!Tony, Dom!Steve, Romance, Slow Build, sorry but no characters from Thor, very slow build"
The Red Thread,https://archiveofourown.org/works/12091260,PastaFossa,English,1006845,163,"It's said that every soul is connected to another by a red thread, and that these two souls are destined to meet. The thread, though it may tangle or stretch, will never break. That's not your experience, lucky or unlucky enough as you are to see the strings that bind people together. A red thread is developed and grown, not born, and you've worked hard to weed out any semblance of crimson that might cling to you. You pay your bills, you keep your head down, and you find whatever lost people or items you're hired to sniff out.Then the Devil of Hell's Kitchen tags along on a job, and your plan falls apart. Starts prior to Into the Ring, and loosely follows the canon timeline. There is eventually smut, so enter at your peril. Reader is never physically described but uses a false name and may be treated as an OC.","No Archive Warnings Apply, Matt Murdock/Reader, Daredevil/reader, Matt Murdock/AFAB Reader, Matt Murdock, Reader, Franklin ""Foggy"" Nelson, Karen Page, Claire Temple, Elektra Natchios, Wilson Fisk, James Wesley, Frank Castle, Peter Parker, Reader-Insert, Eventual Romance, Eventual Smut, Matt Murdock Needs a Hug, Humor, Fluff, Human Disaster Matt Murdock, Mutant Reader, Matt Murdock Gets Some God Damned Support, Hurt Matt Murdock, Emotional Hurt/Comfort, Attempted Sexual Assault, Canon-Typical Violence, Blood, Off screen Torture, Sharing a Bed, Miscommunication, Angst, Slow Burn, No use of y/n, Watch me make up legal shit, Friends to Lovers, Mutual Pining, BAMF Matt Murdock, Sleepy Cuddles, Eventual Happy Ending, psychic mutual masturbation oops, Touch-Starved Matt Murdock, Protective Matt Murdock, Vague references to child abuse (warning before chapter), PTSD, cuddling for warmth, Hypothermia, Scent Marking, Oral Sex, Drowning, unrelated to the aforementioned oral sex obviously, Found Family, Psychic oral sex, I INVENTED THAT TAG i would like to thank the Matt Murdock Appreciation Society, And Readers like you, Psychic Sex, playing whack-a-mole with repressed memories, warning before each smut chapter"
